Size,n,freq,Simulation
375,1,2.1739130434782608,1857
405,3,6.521739130434782,1857
435,1,2.1739130434782608,1857
465,2,4.3478260869565215,1857
495,3,6.521739130434782,1857
525,1,2.1739130434782608,1857
555,2,4.3478260869565215,1857
585,1,2.1739130434782608,1857
615,6,13.043478260869565,1857
645,3,6.521739130434782,1857
675,5,10.869565217391305,1857
705,2,4.3478260869565215,1857
795,1,2.1739130434782608,1857
885,1,2.1739130434782608,1857
915,1,2.1739130434782608,1857
945,2,4.3478260869565215,1857
1035,1,2.1739130434782608,1858
1125,1,2.1739130434782608,1858
1275,1,2.1739130434782608,1858
315,3,6.521739130434782,1858
345,6,13.043478260869565,1858
375,2,4.3478260869565215,1858
405,1,2.1739130434782608,1858
435,3,6.521739130434782,1858
465,3,6.521739130434782,1858
495,6,13.043478260869565,1858
555,1,2.1739130434782608,1858
585,3,6.521739130434782,1858
615,3,6.521739130434782,1858
645,3,6.521739130434782,1858
675,1,2.1739130434782608,1858
705,2,4.3478260869565215,1858
735,3,6.521739130434782,1858
885,1,2.1739130434782608,1858
945,1,2.1739130434782608,1858
975,1,2.1739130434782608,1858
1005,1,2.1739130434782608,1859
315,3,6.521739130434782,1859
345,4,8.695652173913043,1859
405,3,6.521739130434782,1859
435,2,4.3478260869565215,1859
465,2,4.3478260869565215,1859
495,4,8.695652173913043,1859
525,2,4.3478260869565215,1859
555,3,6.521739130434782,1859
585,2,4.3478260869565215,1859
615,3,6.521739130434782,1859
645,6,13.043478260869565,1859
675,1,2.1739130434782608,1859
705,3,6.521739130434782,1859
735,1,2.1739130434782608,1859
765,3,6.521739130434782,1859
885,1,2.1739130434782608,1859
915,2,4.3478260869565215,1859
1005,2,4.3478260869565215,1860
1035,1,2.1739130434782608,1860
1095,4,8.695652173913043,1860
315,1,2.1739130434782608,1860
345,3,6.521739130434782,1860
375,1,2.1739130434782608,1860
405,3,6.521739130434782,1860
435,2,4.3478260869565215,1860
465,4,8.695652173913043,1860
495,1,2.1739130434782608,1860
525,3,6.521739130434782,1860
555,1,2.1739130434782608,1860
585,1,2.1739130434782608,1860
