Day,Site,Rep,Date,315,345,375,405,435,465,495,525,555,585,615,645,675,705,735,765,795,825,855,885,915,945,975,1005,1035,1065,1095,1125,1155,1185,1215,1245,1275,1305,1335,1365,1395,1425,1455,1485,1515,1545,1575,1605,1635,1665,1695,1725,1755,1785,1815,1845,1875,1905,1935,1965,1995,2025,2055,2085,2115,2145,2175,2205,2235,2265,2295,2325,2355,2385,2415,2445,2475,2505,2535,2565,2595,2625,2655,2685,2715,2745,2775,2805,2835,2865,2895,2925,2955,2985
1,1,1,25/11/2013,34.39363817,25.27989955,13.71769384,7.293083604,4.091242022,3.191378048,2.040389243,1.914826829,1.496285445,1.00449932,0.941718112,0.690593282,0.701056817,0.533640264,0.565030867,0.523176729,0.292978968,0.219734226,0.209270692,0.198807157,0.146489484,0.198807157,0.031390604,0.073244742,0.052317673,0.041854138,0.031390604,0.010463535,0.020927069,0.031390604,0,0,0.010463535,0,0.010463535,0.010463535,0,0.010463535,0,0,0.010463535,0.010463535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,25/11/2013,32.23145264,22.45298258,14.1571478,8.157378562,5.745932849,4.194069459,3.144109842,2.446059767,1.846082843,1.390331141,0.888427368,0.542286835,0.530748817,0.380754586,0.432675666,0.2596054,0.219222338,0.161532249,0.144225222,0.109611169,0.092304142,0.040383062,0.069228107,0.040383062,0.080766124,0.017307027,0.023076036,0.023076036,0.011538018,0.005769009,0.005769009,0.017307027,0.011538018,0.017307027,0.005769009,0.011538018,0.011538018,0.005769009,0,0.011538018,0.011538018,0,0,0,0,0.005769009,0,0,0,0,0,0,0,0.005769009,0,0,0,0,0.005769009,0,0,0,0,0,0.005769009,0,0,0,0.005769009,0,0.005769009,0.005769009,0,0,0,0,0,0.005769009,0.005769009,0,0,0,0,0,0,0,0,0,0,0
1,1,3,25/11/2013,34.07652614,22.14974199,13.01723299,7.282640444,5.257521176,3.806834778,3.242138059,2.10300847,1.995910817,1.470158699,1.343588745,0.88598968,0.613377471,0.58416902,0.428390614,0.331029111,0.243403758,0.272612209,0.184986856,0.126569954,0.058416902,0.068153052,0.038944601,0.048680752,0.058416902,0.029208451,0.038944601,0.00973615,0.00973615,0.00973615,0.019472301,0.038944601,0.00973615,0.019472301,0.00973615,0.00973615,0,0,0.00973615,0,0,0.00973615,0.00973615,0,0.00973615,0,0.00973615,0,0.00973615,0.00973615,0,0,0,0,0,0,0,0,0,0,0.00973615,0.00973615,0,0,0,0,0,0,0,0,0.00973615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00973615,0,0,0
1,2,1,25/11/2013,33.79761528,22.44908726,12.43009391,6.420808273,4.437058141,3.165558721,2.790967606,2.279202279,2.010129788,1.551123773,1.345362456,1.09739369,1.039358447,0.765010024,0.685871056,0.749182231,0.654215469,0.459006015,0.379867047,0.247968766,0.189933523,0.200485386,0.163553867,0.126622349,0.068587106,0.026379656,0.084414899,0.063311174,0.036931518,0.031655587,0.026379656,0.021103725,0.015827794,0.026379656,0.010551862,0.036931518,0.015827794,0.021103725,0.005275931,0,0,0.005275931,0,0,0.010551862,0,0.005275931,0.015827794,0,0.010551862,0,0.005275931,0,0,0,0,0,0,0,0.005275931,0.005275931,0,0.005275931,0,0,0,0,0,0,0.005275931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,25/11/2013,26.38607478,18.65905323,13.20685209,8.325658501,5.903481304,4.973291582,3.748388285,3.278688525,2.689261374,1.924848038,1.713022656,1.390679683,1.178854301,1.059126911,0.82888193,0.727574139,0.607846749,0.552587954,0.313133174,0.313133174,0.322342973,0.23945478,0.248664579,0.165776386,0.082888193,0.101307791,0.092097992,0.11972739,0.046048996,0.101307791,0.036839197,0.110517591,0.064468595,0.036839197,0.018419598,0.009209799,0.027629398,0.018419598,0.009209799,0.036839197,0.018419598,0.027629398,0.018419598,0.027629398,0.009209799,0.009209799,0.027629398,0.009209799,0.027629398,0,0.027629398,0,0.009209799,0.009209799,0,0,0,0,0,0,0.009209799,0.018419598,0,0,0,0,0,0,0.009209799,0,0.036839197,0,0,0,0,0,0.009209799,0,0.009209799,0,0,0.009209799,0,0,0,0,0,0,0,0.009209799
1,2,3,25/11/2013,26.26736265,18.55259666,12.52764753,7.909404583,6.325754225,4.724409449,4.273201805,3.5565779,2.822259577,2.406440768,1.857913828,1.495178271,1.15898434,0.95549854,0.902415288,0.654693444,0.645846236,0.415818809,0.318499513,0.371582766,0.27426347,0.221180218,0.132708131,0.150402548,0.097319296,0.115013713,0.079624878,0.053083252,0.079624878,0.088472087,0.053083252,0.053083252,0.026541626,0.044236044,0.008847209,0.026541626,0.035388835,0.008847209,0.035388835,0.017694417,0.017694417,0.008847209,0.008847209,0.017694417,0,0.008847209,0,0.008847209,0,0.044236044,0.017694417,0,0,0,0.026541626,0,0.017694417,0.008847209,0,0.017694417,0,0,0,0,0.008847209,0,0.008847209,0,0,0,0,0,0,0,0.008847209,0,0,0.008847209,0,0,0,0,0,0,0,0,0,0.008847209,0,0.008847209
1,3,2,25/11/2013,24.12426393,17.8506719,11.33927223,7.813679601,5.639438321,4.793900045,4.061603503,3.182092707,2.774422467,2.381851125,2.200664352,1.683527103,1.679752378,1.513664502,1.241884342,1.162615129,0.977653631,0.819115205,0.649252605,0.539785596,0.452966933,0.358598822,0.241582364,0.294428507,0.188736222,0.1698626,0.154763702,0.120791182,0.147214253,0.113241733,0.10191756,0.098142836,0.064170316,0.075494489,0.052846142,0.075494489,0.049071418,0.049071418,0.037747244,0.052846142,0.041521969,0.030197796,0.045296693,0.049071418,0.041521969,0.015098898,0.018873622,0.015098898,0.030197796,0.018873622,0.030197796,0.022648347,0.011324173,0.018873622,0.007549449,0.022648347,0.011324173,0.018873622,0.011324173,0,0.015098898,0.003774724,0,0,0.007549449,0.018873622,0.007549449,0.003774724,0.015098898,0.007549449,0.011324173,0.007549449,0.003774724,0.015098898,0.003774724,0,0.007549449,0.011324173,0.011324173,0.003774724,0.003774724,0.011324173,0.003774724,0.007549449,0,0.011324173,0.003774724,0.003774724,0.011324173,0
1,3,3,25/11/2013,21.89263683,15.94697467,11.06444415,7.56004725,5.61753511,5.210657567,4.160651004,3.478146738,3.136894606,2.782517391,2.677516734,2.270639191,1.955637223,1.456884106,1.365008531,1.391258695,1.246882793,0.997506234,0.748129676,0.603753773,0.590628691,0.367502297,0.564378527,0.315001969,0.223126395,0.19687623,0.223126395,0.06562541,0.091875574,0.157500984,0.118125738,0.052500328,0.170626066,0.052500328,0.052500328,0.091875574,0.105000656,0.052500328,0.091875574,0.06562541,0.052500328,0.039375246,0.039375246,0.026250164,0.052500328,0.039375246,0.039375246,0.052500328,0.026250164,0.052500328,0.039375246,0.013125082,0.052500328,0.026250164,0,0.013125082,0.026250164,0.013125082,0.039375246,0,0.013125082,0.013125082,0.013125082,0,0,0.026250164,0,0.013125082,0,0.013125082,0,0,0,0,0.013125082,0,0,0.013125082,0.013125082,0.013125082,0,0,0,0,0,0,0,0,0,0
2,1,2,2/12/2013,15.84743884,12.99430852,10.37031562,9.084189519,7.960677064,7.428486954,6.378889792,5.573213098,4.745361815,4.013600414,3.355754306,2.690516668,2.158326558,1.500480449,1.108729396,0.96089881,0.524798581,0.480449405,0.347401877,0.31783576,0.340010348,0.206962821,0.170005174,0.147830586,0.162613645,0.10348141,0.140439057,0.133047528,0.059132234,0.036957647,0.11087294,0.029566117,0.044349176,0.022174588,0.022174588,0.029566117,0.036957647,0.036957647,0.014783059,0.029566117,0.014783059,0.014783059,0,0.014783059,0.014783059,0.022174588,0.022174588,0.014783059,0.014783059,0.007391529,0.014783059,0.014783059,0.014783059,0.007391529,0,0.007391529,0.022174588,0.022174588,0,0,0,0,0.007391529,0,0,0.007391529,0.007391529,0,0,0,0,0,0,0,0,0,0.007391529,0,0,0,0,0,0,0,0,0,0,0.007391529,0,0
