Size,n,freq,Simulation
495,7,10.144927536231885,1810
525,4,5.797101449275362,1810
555,1,1.4492753623188406,1810
585,3,4.3478260869565215,1810
615,2,2.898550724637681,1810
675,2,2.898550724637681,1810
735,1,1.4492753623188406,1810
765,1,1.4492753623188406,1810
945,1,1.4492753623188406,1810
315,14,20.28985507246377,1811
345,8,11.594202898550725,1811
375,10,14.492753623188406,1811
405,12,17.391304347826086,1811
435,2,2.898550724637681,1811
465,3,4.3478260869565215,1811
495,1,1.4492753623188406,1811
525,7,10.144927536231885,1811
555,2,2.898550724637681,1811
585,2,2.898550724637681,1811
615,2,2.898550724637681,1811
645,2,2.898550724637681,1811
675,3,4.3478260869565215,1811
735,1,1.4492753623188406,1811
315,9,13.043478260869565,1812
345,6,8.695652173913043,1812
375,7,10.144927536231885,1812
405,8,11.594202898550725,1812
435,7,10.144927536231885,1812
465,3,4.3478260869565215,1812
495,4,5.797101449275362,1812
525,7,10.144927536231885,1812
555,3,4.3478260869565215,1812
585,1,1.4492753623188406,1812
615,4,5.797101449275362,1812
645,4,5.797101449275362,1812
705,1,1.4492753623188406,1812
795,1,1.4492753623188406,1812
825,1,1.4492753623188406,1812
855,2,2.898550724637681,1812
915,1,1.4492753623188406,1812
315,9,13.043478260869565,1813
345,11,15.942028985507244,1813
375,15,21.73913043478261,1813
405,7,10.144927536231885,1813
435,5,7.246376811594203,1813
465,3,4.3478260869565215,1813
525,4,5.797101449275362,1813
555,4,5.797101449275362,1813
585,1,1.4492753623188406,1813
615,1,1.4492753623188406,1813
645,3,4.3478260869565215,1813
705,1,1.4492753623188406,1813
735,1,1.4492753623188406,1813
795,2,2.898550724637681,1813
825,1,1.4492753623188406,1813
975,1,1.4492753623188406,1813
1125,1,1.4492753623188406,1814
315,6,8.695652173913043,1814
345,9,13.043478260869565,1814
375,6,8.695652173913043,1814
405,6,8.695652173913043,1814
435,7,10.144927536231885,1814
465,6,8.695652173913043,1814
495,3,4.3478260869565215,1814
525,7,10.144927536231885,1814
555,4,5.797101449275362,1814
585,2,2.898550724637681,1814
645,5,7.246376811594203,1814
675,3,4.3478260869565215,1814
705,2,2.898550724637681,1814
765,1,1.4492753623188406,1814
855,1,1.4492753623188406,1814
315,5,7.246376811594203,1815
345,10,14.492753623188406,1815
375,4,5.797101449275362,1815
405,13,18.84057971014493,1815
435,4,5.797101449275362,1815
465,2,2.898550724637681,1815
495,6,8.695652173913043,1815
525,3,4.3478260869565215,1815
555,2,2.898550724637681,1815
585,3,4.3478260869565215,1815
615,3,4.3478260869565215,1815
675,3,4.3478260869565215,1815
705,1,1.4492753623188406,1815
735,4,5.797101449275362,1815
765,1,1.4492753623188406,1815
795,3,4.3478260869565215,1815
825,1,1.4492753623188406,1815
945,1,1.4492753623188406,1815
315,12,17.391304347826086,1816
345,6,8.695652173913043,1816
375,8,11.594202898550725,1816
405,5,7.246376811594203,1816
465,5,7.246376811594203,1816
495,8,11.594202898550725,1816
525,7,10.144927536231885,1816
555,3,4.3478260869565215,1816
585,3,4.3478260869565215,1816
615,1,1.4492753623188406,1816
645,2,2.898550724637681,1816
675,1,1.4492753623188406,1816
705,3,4.3478260869565215,1816
735,1,1.4492753623188406,1816
795,2,2.898550724637681,1816
915,1,1.4492753623188406,1816
945,1,1.4492753623188406,1816
315,11,15.942028985507244,1817
345,12,17.391304347826086,1817
375,6,8.695652173913043,1817
405,10,14.492753623188406,1817
435,3,4.3478260869565215,1817
465,6,8.695652173913043,1817
495,3,4.3478260869565215,1817
525,3,4.3478260869565215,1817
555,2,2.898550724637681,1817
585,2,2.898550724637681,1817
615,4,5.797101449275362,1817
645,3,4.3478260869565215,1817
705,2,2.898550724637681,1817
735,1,1.4492753623188406,1817
945,1,1.4492753623188406,1817
315,10,14.492753623188406,1818
345,7,10.144927536231885,1818
375,10,14.492753623188406,1818
405,6,8.695652173913043,1818
435,9,13.043478260869565,1818
465,2,2.898550724637681,1818
495,7,10.144927536231885,1818
525,3,4.3478260869565215,1818
555,2,2.898550724637681,1818
585,1,1.4492753623188406,1818
615,1,1.4492753623188406,1818
645,1,1.4492753623188406,1818
675,2,2.898550724637681,1818
705,2,2.898550724637681,1818
735,3,4.3478260869565215,1818
765,1,1.4492753623188406,1818
795,2,2.898550724637681,1818
315,9,13.043478260869565,1819
345,8,11.594202898550725,1819
375,4,5.797101449275362,1819
405,3,4.3478260869565215,1819
435,9,13.043478260869565,1819
465,4,5.797101449275362,1819
495,5,7.246376811594203,1819
525,6,8.695652173913043,1819
555,3,4.3478260869565215,1819
585,3,4.3478260869565215,1819
615,4,5.797101449275362,1819
675,1,1.4492753623188406,1819
705,1,1.4492753623188406,1819
735,5,7.246376811594203,1819
765,1,1.4492753623188406,1819
795,2,2.898550724637681,1819
825,1,1.4492753623188406,1819
315,12,17.391304347826086,1820
345,9,13.043478260869565,1820
375,7,10.144927536231885,1820
405,6,8.695652173913043,1820
435,6,8.695652173913043,1820
465,2,2.898550724637681,1820
495,4,5.797101449275362,1820
525,2,2.898550724637681,1820
555,3,4.3478260869565215,1820
585,4,5.797101449275362,1820
615,3,4.3478260869565215,1820
645,3,4.3478260869565215,1820
675,3,4.3478260869565215,1820
705,1,1.4492753623188406,1820
735,1,1.4492753623188406,1820
795,2,2.898550724637681,1820
825,1,1.4492753623188406,1820
315,13,18.84057971014493,1821
345,3,4.3478260869565215,1821
375,13,18.84057971014493,1821
405,4,5.797101449275362,1821
435,4,5.797101449275362,1821
465,4,5.797101449275362,1821
495,5,7.246376811594203,1821
525,3,4.3478260869565215,1821
555,3,4.3478260869565215,1821
585,3,4.3478260869565215,1821
615,1,1.4492753623188406,1821
645,5,7.246376811594203,1821
705,1,1.4492753623188406,1821
765,3,4.3478260869565215,1821
795,1,1.4492753623188406,1821
825,1,1.4492753623188406,1821
885,1,1.4492753623188406,1821
975,1,1.4492753623188406,1821
315,10,14.492753623188406,1822
345,13,18.84057971014493,1822
375,7,10.144927536231885,1822
405,2,2.898550724637681,1822
435,6,8.695652173913043,1822
465,2,2.898550724637681,1822
495,4,5.797101449275362,1822
525,3,4.3478260869565215,1822
555,3,4.3478260869565215,1822
585,2,2.898550724637681,1822
615,4,5.797101449275362,1822
645,3,4.3478260869565215,1822
675,1,1.4492753623188406,1822
705,2,2.898550724637681,1822
735,3,4.3478260869565215,1822
795,2,2.898550724637681,1822
825,1,1.4492753623188406,1822
855,1,1.4492753623188406,1822
315,13,18.84057971014493,1823
345,12,17.391304347826086,1823
375,11,15.942028985507244,1823
405,4,5.797101449275362,1823
435,2,2.898550724637681,1823
465,3,4.3478260869565215,1823
495,6,8.695652173913043,1823
525,4,5.797101449275362,1823
555,1,1.4492753623188406,1823
615,2,2.898550724637681,1823
645,1,1.4492753623188406,1823
675,6,8.695652173913043,1823
735,1,1.4492753623188406,1823
765,1,1.4492753623188406,1823
795,2,2.898550724637681,1823
1155,1,1.4492753623188406,1824
315,15,21.73913043478261,1824
345,8,11.594202898550725,1824
375,11,15.942028985507244,1824
405,3,4.3478260869565215,1824
435,7,10.144927536231885,1824
465,3,4.3478260869565215,1824
495,3,4.3478260869565215,1824
525,4,5.797101449275362,1824
555,2,2.898550724637681,1824
585,1,1.4492753623188406,1824
615,3,4.3478260869565215,1824
645,2,2.898550724637681,1824
675,2,2.898550724637681,1824
735,2,2.898550724637681,1824
885,1,1.4492753623188406,1824
945,1,1.4492753623188406,1824
315,11,15.942028985507244,1825
345,4,5.797101449275362,1825
375,10,14.492753623188406,1825
405,10,14.492753623188406,1825
435,5,7.246376811594203,1825
465,5,7.246376811594203,1825
495,3,4.3478260869565215,1825
525,5,7.246376811594203,1825
555,4,5.797101449275362,1825
585,1,1.4492753623188406,1825
615,3,4.3478260869565215,1825
645,3,4.3478260869565215,1825
675,2,2.898550724637681,1825
735,1,1.4492753623188406,1825
855,1,1.4492753623188406,1825
975,1,1.4492753623188406,1825
315,10,14.492753623188406,1826
345,5,7.246376811594203,1826
375,9,13.043478260869565,1826
405,5,7.246376811594203,1826
435,5,7.246376811594203,1826
465,7,10.144927536231885,1826
495,3,4.3478260869565215,1826
525,6,8.695652173913043,1826
555,3,4.3478260869565215,1826
585,4,5.797101449275362,1826
615,3,4.3478260869565215,1826
645,2,2.898550724637681,1826
675,2,2.898550724637681,1826
705,3,4.3478260869565215,1826
735,1,1.4492753623188406,1826
765,1,1.4492753623188406,1826
1185,1,1.4492753623188406,1827
315,8,11.594202898550725,1827
345,8,11.594202898550725,1827
375,12,17.391304347826086,1827
405,10,14.492753623188406,1827
435,3,4.3478260869565215,1827
465,4,5.797101449275362,1827
495,5,7.246376811594203,1827
525,4,5.797101449275362,1827
555,8,11.594202898550725,1827
585,2,2.898550724637681,1827
615,1,1.4492753623188406,1827
675,2,2.898550724637681,1827
765,1,1.4492753623188406,1827
315,9,13.043478260869565,1828
345,9,13.043478260869565,1828
375,8,11.594202898550725,1828
405,7,10.144927536231885,1828
435,6,8.695652173913043,1828
465,4,5.797101449275362,1828
495,4,5.797101449275362,1828
525,2,2.898550724637681,1828
555,1,1.4492753623188406,1828
585,3,4.3478260869565215,1828
615,7,10.144927536231885,1828
645,2,2.898550724637681,1828
705,4,5.797101449275362,1828
735,2,2.898550724637681,1828
765,1,1.4492753623188406,1828
315,7,10.144927536231885,1829
345,12,17.391304347826086,1829
375,5,7.246376811594203,1829
405,9,13.043478260869565,1829
435,5,7.246376811594203,1829
465,4,5.797101449275362,1829
495,5,7.246376811594203,1829
525,4,5.797101449275362,1829
555,3,4.3478260869565215,1829
585,1,1.4492753623188406,1829
615,5,7.246376811594203,1829
645,2,2.898550724637681,1829
675,2,2.898550724637681,1829
705,2,2.898550724637681,1829
735,1,1.4492753623188406,1829
765,1,1.4492753623188406,1829
885,1,1.4492753623188406,1829
315,8,11.594202898550725,1830
345,9,13.043478260869565,1830
375,7,10.144927536231885,1830
405,5,7.246376811594203,1830
435,7,10.144927536231885,1830
465,5,7.246376811594203,1830
495,5,7.246376811594203,1830
525,1,1.4492753623188406,1830
555,5,7.246376811594203,1830
585,5,7.246376811594203,1830
615,1,1.4492753623188406,1830
645,4,5.797101449275362,1830
675,1,1.4492753623188406,1830
705,1,1.4492753623188406,1830
735,2,2.898550724637681,1830
765,2,2.898550724637681,1830
885,1,1.4492753623188406,1830
315,17,24.637681159420293,1831
345,8,11.594202898550725,1831
375,8,11.594202898550725,1831
405,5,7.246376811594203,1831
435,4,5.797101449275362,1831
465,5,7.246376811594203,1831
495,3,4.3478260869565215,1831
525,1,1.4492753623188406,1831
555,4,5.797101449275362,1831
585,6,8.695652173913043,1831
615,2,2.898550724637681,1831
645,1,1.4492753623188406,1831
675,1,1.4492753623188406,1831
705,2,2.898550724637681,1831
735,1,1.4492753623188406,1831
795,1,1.4492753623188406,1831
315,11,15.942028985507244,1832
345,11,15.942028985507244,1832
375,11,15.942028985507244,1832
405,8,11.594202898550725,1832
435,2,2.898550724637681,1832
465,3,4.3478260869565215,1832
495,5,7.246376811594203,1832
525,1,1.4492753623188406,1832
555,3,4.3478260869565215,1832
585,3,4.3478260869565215,1832
615,1,1.4492753623188406,1832
645,2,2.898550724637681,1832
675,2,2.898550724637681,1832
705,3,4.3478260869565215,1832
735,1,1.4492753623188406,1832
825,1,1.4492753623188406,1832
855,1,1.4492753623188406,1832
315,12,17.391304347826086,1833
345,7,10.144927536231885,1833
375,4,5.797101449275362,1833
405,8,11.594202898550725,1833
435,3,4.3478260869565215,1833
465,6,8.695652173913043,1833
495,1,1.4492753623188406,1833
525,5,7.246376811594203,1833
555,5,7.246376811594203,1833
585,2,2.898550724637681,1833
615,1,1.4492753623188406,1833
645,4,5.797101449275362,1833
675,2,2.898550724637681,1833
705,1,1.4492753623188406,1833
735,1,1.4492753623188406,1833
765,2,2.898550724637681,1833
795,1,1.4492753623188406,1833
825,2,2.898550724637681,1833
885,1,1.4492753623188406,1833
945,1,1.4492753623188406,1833
315,7,10.144927536231885,1834
345,7,10.144927536231885,1834
375,10,14.492753623188406,1834
405,8,11.594202898550725,1834
435,4,5.797101449275362,1834
465,7,10.144927536231885,1834
495,6,8.695652173913043,1834
525,5,7.246376811594203,1834
555,2,2.898550724637681,1834
585,3,4.3478260869565215,1834
615,4,5.797101449275362,1834
675,2,2.898550724637681,1834
705,1,1.4492753623188406,1834
735,1,1.4492753623188406,1834
915,1,1.4492753623188406,1834
975,1,1.4492753623188406,1834
1155,1,1.4492753623188406,1835
315,14,20.28985507246377,1835
345,7,10.144927536231885,1835
375,3,4.3478260869565215,1835
405,7,10.144927536231885,1835
435,6,8.695652173913043,1835
465,3,4.3478260869565215,1835
495,3,4.3478260869565215,1835
525,5,7.246376811594203,1835
555,5,7.246376811594203,1835
585,4,5.797101449275362,1835
615,2,2.898550724637681,1835
645,3,4.3478260869565215,1835
735,2,2.898550724637681,1835
795,1,1.4492753623188406,1835
855,1,1.4492753623188406,1835
885,1,1.4492753623188406,1835
915,1,1.4492753623188406,1835
1065,1,1.4492753623188406,1836
315,8,11.594202898550725,1836
345,11,15.942028985507244,1836
375,8,11.594202898550725,1836
405,2,2.898550724637681,1836
435,7,10.144927536231885,1836
465,5,7.246376811594203,1836
495,7,10.144927536231885,1836
525,3,4.3478260869565215,1836
555,2,2.898550724637681,1836
585,4,5.797101449275362,1836
615,3,4.3478260869565215,1836
645,5,7.246376811594203,1836
675,1,1.4492753623188406,1836
735,1,1.4492753623188406,1836
975,1,1.4492753623188406,1836
315,13,18.84057971014493,1837
345,11,15.942028985507244,1837
375,4,5.797101449275362,1837
405,8,11.594202898550725,1837
435,3,4.3478260869565215,1837
465,5,7.246376811594203,1837
495,8,11.594202898550725,1837
525,3,4.3478260869565215,1837
555,3,4.3478260869565215,1837
585,2,2.898550724637681,1837
615,3,4.3478260869565215,1837
645,2,2.898550724637681,1837
